question,engaging
What also includes a pair of syllabaries?,0
What has been promoted as a justification for spelling reforms?,0
The first known European explorer to reach Bermuda was of what nationality?,0
What is the capital of Bermuda?,0
What two business drive Bermuda's economy?,0
Bermuda is located in what ocean?,0
What is the limestone cap of the seamount made from?,0
"In the Bermuda land mass, how many islands are named ""Long Island""?",0
What directional shore of Bermuda is home to the majority of its hotels?,0
The only indigenous mammals of Bermuda are five species of what animal?,0
When did Bermuda have a large amount of people immigrating to it?,0
There is no distinction between what two ethnicities of Bermudians?,0
What term is used to refer to the majority of black people in Bermuda?,0
Why is the black population in Bermuda different from that in the British West Indies and the United States?,0
What is one group that Bermuda's black population can link some of their ancestry to?,0
What is considered the primary language of Bermuda?,0
What historical significance can the book The History of Mary Prince claim?,0
What type of painting are Bermuda artists known for?,0
Who is credited with discovering Bermuda?,0
Sir George Somers embarked on a mission to do what?,0
Who was one of the original survivor's to sail on to Jamestown.,0
What is a major reason that Bermuda has problems with overpopulation?,0
Why did the Somers Isles Company decide to surpress shipbuilding?,0
What event caused major changes in Bermuda?,0
Who was Bermuda's main trading partner before the war?,0
Why is Captain Fritz Joubert Duquesne famous?,0
When did the first aeroplane reach Bermuda?,0
What did Imperial Airways and Pan American begin scheduling in 1937?,0
The Governor of Bermuda gets his authority from whom?,0
When was the Constitution of Bermuda enforced?,0
Who has the largest accredited diplomats in Bermuda?,0
Where were the Uyghurs transferred from?,0
When was homosexuality legalized in Bermuda?,0
"Who has ""observer status"" to CARICOM?",0
Why did the English originally colonize Bermuda?,0
What cultural group has dominated the PLP?,0
"Due to the British goverment's defense forces, what are two nicknames for bermuda?",0
What did the US ask of Britain in May 1940?,0
What did the US begin building in 1941?,0
What was the NAS primarily a base for?,0
When did Bermudians serve in the British Armed forces?,0
What was the new currency in Bermuda as of 1970?,0
Why is Bermuda considered an offshore financial center?,0
What does the Exchange specialize in?,0
Who created and popularized many of the sports that we love today?,0
What happened to the Public schoolboys in these sports?,0
What Bermuda sport team participated in the 2007 world cup?,0
What events did Bermuda compete in at the 2004 Summer Olympics?,0
Who won the 2011 Caribbean championships?,0
When did the Southern and Northern Nigeria Protectorates merge?,0
Which country is called the 'Giant of Africa'?,0
What is Nigeria's 2015 GDP?,0
When did Boko Haram become active in Nigeria?,0
What is Nigeria named after?,0
Which tribe ran the city of Nri?,0
What region has Nigeria traded with for centuries?,0
When did Britain outlaw slave trade?,0
Where was Britain's claim to West Africa recognized in 1885?,0
What religion built Western schools in Nigeria?,0
What was Nigeria's status after independence from the UK?,0
In what year were there two military coups in Nigeria?,0
What did Eastern Nigeria want to call itself as an independent nation?,0
Which oil group did Nigeria join?,0
Which Nigerian leader transferred power in 1979?,0
Which Nigerian leader decided Nigeria would return to democracy in 1990?,0
To when did Babangida delay the return to democracy?,0
When did Nigeria regain democracy?,0
Who won the 2011 election?,0
What is Nigeria's form of government?,0
What are Nigeria's 3 biggest ethnic groups?,0
How many seats does the People's Democratic Party of Nigeria have in the House?,0
What group did Nigeria support against white governments in Southern Africa?,0
How many inches of rain does southern Nigeria get each year?,0
What does the Cross River State area of Nigeria have the world's largest variety of?,0
What type of vegetation is in central Nigeria?,0
What is the largest Nigerian city?,0
How many states does Nigeria have?,0
Where did Nigeria's 2012 GDP rank?,0
When was the Niger Delta Nembe Creek Oil field found?,0
How much money did overseas Nigerians send home in 2004?,0
What is Nigeria's local vehicle manufacturer?,0
When did Nigeria launch its first satellite?,0
What was Nigeria's second satellite called?,0
What was Nigeria's third satellite called?,0
When was Nigeria's fourth satellite launched?,0
What was Nigeria's population in 2009?,0
What is the official language of Nigeria?,0
What is Nigerian Pidgin English often called?,0
What are the most popular religions in Nigeria?,0
What type of Islam is most common in Nigeria?,0
"In 2001, what percent of Nigeria's population was Muslim?",0
How many Nigerian Christians are Protestant?,0
When did many newer churches start growing in Nigeria?,0
When did the Bamako Initiative begin?,0
How much of Nigeria has HIV as of 2012?,0
What was the last African country to still have significant Polio problems?,0
What department runs Nigeria's schools?,0
What is Nigeria's most popular organized-crime activity?,0
What law is the Nigerian 419 scam nicknamed after?,0
"In 2011 rankings, how bad was Nigeria's corruption ranking?",0
When did the Nigerian film industry begin?,0
Which years did Nigeria win the African Cup of Nations?,0
Nwankwo Kanu won what honor twice?,0
How are Nigerian prisoners mistreated?,0
How far back does evidence of inhabitation date back,0
Who raided German territories regularly ,0
Who tried to convert Frisians,0
What hapend when Frankish rulers established the system of feudalism,0
What was the Most dominant Cathedral in Utrecht,0
What did Utrecht's location allow ,0
What year did the bishop lose power ,0
Why was the transition to a new union difficult ,0
What was signed in 1579 ,0
Who did the fortified city fall to in 1672 ,0
What hapend in the early 19th century,0
What was railway area developed into ,0
What Socio economic problems does Utrecht face ,0
What does the dense population make difficult ,0
what dominates the cityscape,0
What is a landmark in the city ,0
What is the main railway station ,0
Where is the bus station located ,0
What does Utrecht provide for cyclist ,0
Is Utrecht connected to the Dutch road system,0
What does Utrecht's economy  depend on ,0
What is the name of the large shopping center ,0
What is the largest University in the city ,0
Cultural life in Utrecht is second to ,0
Where are young artist trained ,0
What does the city host on Sundays ,0
What football team is Utrecht home to,0
The agreement between the Nazis and the Soviets split what countries up?,0
"The regions of Białystok, Galicia and Przemyśl were returned to what country after world war II?",0
Lenin acknowledged the independence of which countries?,0
Who was to blame for communism and capitalism?,0
What countries prevented the Soviets from joining the Munich Conference?,0
"During conflict, what would prevent transport of materials?",0
Why did the Soviet government fear the governments of France and Britain?,0
Who predicted soviet aggression in the Baltic region?,0
Which Soviet Foreign Minister lost his job because of his favorable attitude towards the west?,0
Why did Poland deny the proposal of the Soviet Union protecting them from a German Attack?,0
What was the German-Soviet dividing line in regards to annexing Poland?,0
Which Foreign Minister would agree to meet with Stalin on to sign a secret agreement? ,0
What country held the city Vilnius prior to the inter-war period? ,0
Which diplomat leaked information about the secret agreements?,0
Who downplayed the contrast and recent past history between German and the Soviets?,0
What was the response of  Kliment Voroshilov in regards to further conversations with Britain and France?,0
How did the Russians communicate to the Germans in regards to bombing civilians trying to flee cities?,0
Why did Soviets create fake elections in Poland?,0
"After amending the joint agreement, who received the larger portion of Lithuania?",0
The Soviets took over and setup a fake government in what country?,0
"Who invaded the countries of Lithuania, Estonia and Latvia? ",0
How many days after France sued for peace did the Romanians meet the requests of the USSR?,0
Who were the “intelligentia?” ,0
How many Jews were forced to live within the Warsaw Ghetto? ,0
How much did the transfer of the Lithuanian Strip cost the Soviet Union?,0
Who was part of Hollywood Ten?,0
The western communists new rhetoric was that the war was? ,0
Who wanted war with the Soviet Union?,0
Who refused a German-Soviet peace plan?,0
What was the title of Molotov’s report called?,0
How much more expansive was the newest trade agreement?,0
What did the Germans use to avoid British blockades?,0
Who wanted to know the moment an anti-german bloc was to form?,0
Who stopped the trade because of a disagreement involving Romania?,0
What countries agreed to a tripartisan agreement?,0
Who was planning an invasion of the Soviet Union?,0
Where did the German attack on Soviet forces occur?,0
How many pages of secret documents were microfilmed?,0
Who printed the secret German-Soviet treaty in Britain?,0
What year was Joseph Stalin’s version of the pact published?,0
Who created an investigation into whether or not the Soviet-German Pact happened?,0
Who was ordered to remove the Jews from the Ministry?,0
"Edward Carr believes that in a war between Germany and the Soviet Union, who else would have been participating?",0
Who was skeptical of Stalin’s policies?,0
What was a capacitor originally known as?,0
When does an electric field develop across the dielectric?,0
Who first discovered the basic properties of capacitors?,0
Who was the first person to connect several Leyden jars in parallel?,0
"Besides porcelain, paper and mica, what other non conductive material was used as an insulator? ",0
Who invented the first electrolytic capacitor?,0
What are electric double-layer capacitors called today?,0
What type of area is between the two conductors in a capacitor?,0
What is the definition of the current I(t) through any component in an electric circuit?,0
"In an ideal model of a capacitor, what is the value that describes the permittivity of the dielectric?",0
"What is a function of the amount of dielectric, the strength of dielectric and its permittivity?",0
What characteristic can leakage current and parasitic effects be assumed to have in the equation for a realistic capacitor?,0
What order is the breakdown field strength for air dielectric capacitors of?,0
What name is given to the AC component of an applied source having either constant or alternating frequency?,0
What value of some capacitors decreases with age?,0
What is the effect called when capacitors absorb sound waves?,0
What is one type of circuit in which voltage and current reversal are affected by damping?,0
What percentage of voltage reversal does an AC circuit experience?,0
"After discharging and disconnecting a capacitor, what causes it to develop a voltage?",0
With what value is a resistor in parallel with a capacitor equal to?,0
What do many capacitors contain that raises the capacitance?,0
What benefit is offered by solid state paper capacitors?,0
What is one type of metal which the conducting plates in electrolytic capacitors are commonly made of?,0
What is the main feature of a supercapacitor?,0
Under what condition might the polarization of the dielectric be unable to follow the voltage?,0
How is the complex impedance with dielectric represented mathematically?,0
What order of magnitude of capacitance is suitable for capacitors comprised of ceramic disks with metallic coatings?,0
What is one type of configuration in which a capacitor may have its connecting leads organized?,0
Since when have inexpensive ceramic disc capacitors existed?,0
What do mechanically controlled variable capacitors enable to be modified?,0
How do larger capacitors present their electrical characteristics?,0
Why are capacitors connected in parallel with the power circuits of many devices and large systems?,0
In what scenario are capacitors used for power factor correction?,0
What happens to the current when an inductive circuit is opened?,0
What is the main winding on a squirrel cage motor capable of withstanding?,0
How much energy could a capacitor in a disposable camera contain?,0
What could cause the failure of a capacitor?,0
What are natural and social sciences a subcategory of?,0
"Who coined the word ""scientist""?",0
What replaced false beliefs?,0
The advancement of agriculture made what possible?,0
"Which civilization advanced in astronomy, mathematics, and medicine?",0
Where did the Mesopotamian people originate from?,0
Who wrote on the clay tablets in Babylonian astronomy?,0
Which era was marked by investigating the universe?,0
What are early Greek philosophers known as?,0
Plato and Aristotle are known for systematically discussing what?,0
"Anatomy, zoology, geography, and studies like them are considered what?",0
Who created the sun-centered model of the solar system?,0
Who wrote the book Elements?,0
What classification guide did Theophrastus create?,0
The Indus Valley Civilization was the first to have traces of what?,0
When did Aryabhata live?,0
Which text was the first to have concepts of astronomy in it?,0
Where are the Neolithic graveyards?,0
What method did early Chinese mathematicians use to calculate?,0
What observations in astronomy did China record?,0
What was invented in 132 CE?,0
Who discovered the idea of true north?,0
Who was the Needham Research Institute named after?,0
What was a consequence of the Roman Empire being divided?,0
What method did Muslim scientists use more than the Greeks?,0
What was Muhammad ibn Musa al-Khwarizmi's profession?,0
Whose work did Al-Battani improve?,0
Who was most influential in Islamic philosophy?,0
When were medieval universities created?,0
What language did the important scientific works get translated into for universities and monasteries?,0
Who pioneered parsimony?,0
What year did the Black Death occur?,0
The focus on learning in the 12th century is referred to as what?,0
What was the Scientific Revolution?,0
The Age of Reason made way for which movement?,0
Which movement took place during the 19th century?,0
Which movement is considered to be a dividing line between ancient thought and classical physics?,0
What work was printed by Isaac Newton in 1687?,0
What science subject explains anomalous results?,0
Who discovered nuclear fission?,0
When did modern chemistry come into existence?,0
What scientific act is Friedrich Wohler known for?,0
What was the work of Theophrastus on rocks called?,0
What happened to geology during the Scientific Revolution?,0
How old did biblical scholars think the Earth was?,0
What changed about the way geology was implemented during the 19th century?,0
What was Ignac Fulop Semmelweis' profession?,0
Which scientist championed the idea of evolution?,0
The discipline of ecology is a combination of what two subjects?,0
What larger group does political science belong to?,0
Where did studying politics originate?,0
Who are Kautilya and Vishnugupta usually grouped with?,0
What allowed political studies to spread?,0
What new subject surface at the end of the 18th century?,0
Who wrote An Inquiry into the Nature and Causes of the Wealth of Nations?,0
What did John Maynard Keynes want to separate?,0
When was Wealth of Nations written?,0
What was the beginning of psychology classified as?,0
What is the group that human psychology belongs to?,0
What was Ibn Khaldun's profession?,0
Who was the major proponent of American sociology?,0
"What science is based on linguistics, mathematics, and engineering?",0
What text is the foundation of the study of the history of science?,0
What is the large question that the history of science answers?,0
What did Humboldtian science aim to do?,0
Where did the social aspect of science originate?,0
What did Scientific Knowledge and its Social Problems describe the scientific community as?,0
What does Digimon stand for?,0
When did Digimon first appear?,0
What kind of toy were the original Digimon?,0
How do digimon evolve?,0
Are there any circumstances under which a digimon cannot be reborn?,0
What companies were responsible for the creation and subsequent release of the original digimon?,0
What is the world in which the digimon live?,0
How many series have aired since 2011?,0
When did the first digimon series begin airing in japan?,0
When did the second series of Digimon air?,0
When did the third Digimon series begin?,0
When did the fourth series of Digimon begin?,0
How long did Digimon stay off the air before returning?,0
How long after the 5th season did the next one start?,0
When was the sequel announcement for the third arc?,0
How long after Digimon Fusion was a new series announced?,0
How soon after did another series start after the Digimon Adventure 02?,0
How many Digimon movies have been released in Japan?,0
What magazine were given their own original stories of Digimon?,0
What did the Digimon series end up having lots of during the series?,0
In what year did Bandai post information about a reboot on his website?,0
How long does it take glaciers to form?,0
How much glacial ice is found surrounding the poles?,0
Do Earth's lakes or glaciers hold the most freshwater?,0
At what dimensions are glaciers called ice sheets or continental glaciers?,0
What are glaciers called that end in the sea?,0
From where is the temperature of a glacier measured?,0
Under what circumstances do glaciers form?,0
What characteristics determine glacial zones?,0
Why are the tops of glaciers rigid?,0
Which crevasses form on the edge of the glacier?,0
In what area of Greenland can glaciers move 20-30m per day?,0
What is a glacial surge?,0
How far does a glacier have to move to cause glacial earthquakes?,0
What are ogives?,0
How many countries contain glaciers?,0
Do glaciers require permanent snow or only temporary coverage?,0
Which areas in Antartica are considered polar deserts?,0
What cause glacial stiations?,0
When are glacial moraines visible?,0
What shape do mountain valleys have pre-glacation?,0
On which side is a cirque opened?,0
What is another name for roche moutonnee?,0
Where is post-glacial rebound occuring most?,0
What is the largest cable company in the world by revenue?,0
What are some of the cable TV networks owned by Comcast?,0
What is the largest criticism leveled by consumers against Comcast,0
Who is the current head of Comcast?,0
"Besides customer problems, what other area is Comcast often criticized over?",0
What is Comcast's stance on organized labor?,0
What magazine listed Comcast as one of its top places to work?,0
What was Comcast's share value in 1999?,0
What was Comcast's lobbying budget in 2013?,0
When did Ralph Roberts get into the cable TV business?,0
How many paying customers did Comcast have in 1994?,0
What was Comcast's telecommunication business prior to 1999?,0
When did Comcast acquire the cable assets of AT&T Broadband?,0
What media conglomerate did Comcast try to buy in 2004?,0
Comcast joined with what media company to acquire a movie studio in 2005?,0
What was the name of the interface front-end introduced by Comcast in 2007?,0
What bankrupt company did Comcast partner with another broadband provider to acquire in 2005?,0
What media conglomerate did Comcast begin preliminary talks to buy in 2009?,0
On what date was Comcast's purchase of controlling interest in NBCUniversal reported?,0
What publication originally reported a potential deal between Comcast and Time Warner?,0
Who was the head of the FCC at the time of Comcast's proposed purchase of Time Warner Cable?,0
Disney and Comcast joined forces to allow Comcast to air what sports networks?,0
What is the name of Comcast's channel available to subscribers in east coast markets?,0
Who was the founder of Philadelphia sports corporation Spectator?,0
What organization rated Comcast's customer service the worst in the country in 2004 and 2007?,0
"What organization gave Comcast an ""F"" rating in 2010?",0
"What name was listed on Comcast customer Ricardo Brown's invoice in January, 2015?",0
What bacterium causes tuberculosis infection?,0
How much of the entire population of the planet is estimated to be carrying tuberculosis?,0
Which lobes of the lungs are more often affected by TB?,0
What's the medical term for TB when it spreads from the lungs to other parts of the body?,0
The uniqueness of Mycobacterium tuberculosis is due to its high level of what type of molecule?,0
"What's another word for ""sputum""?",0
Which mycobacterium that causes TB can often be found in unpasteurized milk?,0
"If you're around someone with active TB, what's the chance you'll contract it expressed as a percentage?",0
What specific part of the lungs marks the start of tuberculosis infection?,0
What two-word phrase is used for the main part of the lungs infected by TB?,0
What specific type of disease is TB?,0
What process replaces tissue damaged by TB?,0
Is active TB difficult or easy to diagnose by patients' symptoms alone?,0
What result might someone who has received a TB vaccination get from the Mantoux test?,0
For about how long does full immunity from the TB vaccine last?,0
What group heads up the Global Plan to Stop Tuberculosis?,0
What part of the mycobacterial cell makes tuberculosis more difficult to treat?,0
"If a person has TB that's resistant to rifampicin and isoniazid, which type of the disease do they have?",0
"As immunosuppression goes up in tuberculosis cases, what risk rises with it? ",0
"At any given time, about how much of all the people in the world has M. tuberculosis?",0
What infectious disease causes more deaths than tuberculosis?,0
"Out of every 100,000 people in Swaziland in 2007, how many were infected with tuberculosis?",0
"What animal was found with 17,000-year-old damage from tuberculosis?",0
Who discovered M. tuberculosis?,0
What was tuberculosis called in 19th-century England?,0
When did the incidence of TB in Europe reach its highest point?,0
"What member of leadership at the Global Fund to Fight AIDS, Tuberculosis and Malaria called TB a ""pandemic""?",0
What groups might help tuberculosis patients share with and support each other?,0
What vaccine are researchers trying to improve on?,0
What organization did the Bill and Melinda Gates Foundation donate $280 million to?,0
What drug in the running to treat multi drug resistant TB has already gotten FDA approval?,0
"Outside of employment, what is the other main issue that affirmative action focuses on?",0
What is another example aside from racial quotes of affirmative action for collegiate admissions?,0
When did the Reconstruction Era end?,0
"In which document did the term ""affirmative action"" first appear?",0
Who was the true backer of the cause of affirmative action?,0
What group was established in response to Executive Order 9808?,0
"The ""To Secure These Rights"" findings wanted desegregation of which institution?",0
Who was the first President to address the NAACP?,0
What day did Truman mandate the end of discrimination in the federal government?,0
Which year was Eisenhower elected President?,0
Who criticized President Eisenhower during the 1960 presidential election?,0
When did President Kennedy issue Executive Order 11114?,0
"Which Executive Order first contained the phrase ""affirmative action""?",0
Who had issues with JFK's proposal?,0
Which piece of legislation quickly followed President Kennedy's assassination?,0
Which section of the legislation was considered the most controversial?,0
Who followed in Johnson's footsteps in terms of ensuring equal opportunity?,0
"In terms of advancement, what happened to the progression of affirmative action after the Nixon administration?",0
What kind of classification was subject to strict scrutiny?,0
Which case concerning White and Hispanic firefighters was heard by the Supreme Court in 2009?,0
Which President declared that discrimination is contrary to the Constitutional principles of the United States?,0
"Other than being race and gender based, what did believers in affirmative action also feel that the system discriminated against?",0
What major event preceded the growth of the divide in education between White and Black Americans?,0
"Who conducted a study about the origins of ""Latinos""?",0
Which groups can be categorized as Native Americans?,0
What form of discrimination did early Asian immigrants experience?,0
What is one of the issues with affirmative action?,0
Which President made their stance on affirmative action clear in 1995?,0
Where was the National Conference of State Legislatures held in 2014?,0
What does AAUP stand for?,0
Who claims that artificially raising minority students into schools has a negative effect on them?,0
Which idea is the controversy of affirmative action primarily based upon?,0
Where were the Italian American professors employed that asked to be added as an affirmative action category?,0
What book did Frederick Lynch author?,0
Which book did Terry Eastland write?,0
What is a definition of reverse discrimination?,0
What is a typical argument in favor of affirmative action?,0
"Other than failing to achieve its goal, what else do opponents to affirmative action claim it has?",0
Where are racial preferences highlighted the most in the United States?,0
What does the racial preferences debate indicate about universities and colleges?,0
What did the ruling in Hopwood v Texas set a precedent for in terms of admission policies?,0
What was going on at Harvard University during the 2003 - 04 academic year?,0
To which university does Richard H. Sander belong?,0
What area of study did professor Mark Long have a degree in?,0
With which organization did Li file a civil rights complaint?,0
Which University had a lawsuit filed against it?,0
On which date were lawsuits filed against Harvard and Chapel Hill?,0
How many Asian organizations were involved in filing the federal complaints?,0
Who is the competition open too?,0
What rounds are the qualifiers?,0
What do winners receive? ,0
When was the laws of the Game of Asscociation Football published?,0
Was competition suspended due to the first world war? ,0
Is the competition open to anyone? ,0
Does anyone ever miss a tournament? ,0
May Welsh clubs enter the competition? ,0
Has the number of entrants stayed the same? ,0
When is the final?,0
When does the final take place? ,0
Do clubs replay each other?,0
Do the FA Cup winners qualify for anything?,0
Where are the semi finals played?,0
Where is the FA cup held today?,0
Where is the final played now? ,0
Where do the majority of FA cup finals take place? ,0
Is the use of artificial turf allowed? ,0
How many parts does the trophy come in? ,0
Is the cup engraved for the winner? ,0
When did people start presenting the trophy after the game? ,0
How claims to have stolen the FA cup? ,0
Who was the long-serving president of the FA cup?,0
is the Fa cup sponsered? ,0
Do people look forward to Cinderella matches? ,0
When was the football league founded? ,0
Who is the lowest rank to play in the  third round proper?,0
How many clubs have won the fa cup as part of a league cup double? ,0
Has the final been played by a two clubs outside of the top divisions? ,0
Who used to brodcast the matches on the radio? ,0
Who had FA cup coverage from 1988-1997?,0
Who took over the package from Sentana?,0
In which US state is New Haven located?,0
In what year did the Puritans survey New Haven Harbor?,0
What type of government did the Puritan settlers establish?,0
Who was the influential New Haven general that hoped to avoid conflict with the British Parliament as the American Revolution loomed closer?,0
Who was the governor of New York under which the loyalist and British raid of New Haven took place?,0
"Who is the Yale graduate, inventor, and arms manufacturer that had a large positive impact on the New Haven economy in the late 18th century?",0
In what year did an important trial take place which situated New Haven among the forefront of the growing anti-slavery movement?,0
What major war stimulated the New Haven economy by way of industrial goods purchased through the New Haven Arms Company?,0
What New Haven mayor is responsible for projects that placed the city among the forefront of urban renewal in the U.S. circa 1954? ,0
In approximately what year did revitalization most recently begin to occur in downtown New Haven?,0
What multi-use project in New Haven is the largest residential building in Connecticut?,0
In what year did the U.S. Supreme Court entertain a lawsuit filed by 18 New Haven firefighters against the city of New Haven?,0
Funding was awarded to Connecticut in 2010 and 2011 to build what line with a southern terminus in New Haven?,0
"In addition to the New Haven Harbor, what additional natural element is a prominent geographic feature of the area, flanking the northeast and northwest boundaries?",0
By how many rivers is the city of New Haven drained?,0
"Though harboring transitive properties, what Koppen climate classification does the New Haven climate more closely characterize?",0
On what type of city plan was New Haven laid out upon the founding of the area?,0
Approximately how many residents make up the population of downtown New Haven?,0
What area of New Haven comprises the area centered around the business district and New Haven Green?,0
What sector originally provided the largest contribution to New Haven's economy?,0
"What Fortune 1000 company, also the largest Catholic service organization in the world, is based in New Haven?",0
How many households are located in New Haven according to the 2010 U.S. Census Bureau report?,0
What is the most prominent religion in New Haven?,0
What former U.S. president was born in New Haven?,0
"What is the title of the political science book, written by a Yale professor, that explores New Haven politics and history throughout the 1950's?",0
What New Haven trial is known to be the longest in the history of Connecticut?,0
In what year did the U.S. Supreme Court agree to hear a lawsuit originally filed by 20 white and Hispanic firefighters seeking relief from the city of New Haven?,0
Who is the famous comic strip author of Doonesbury that attended Yale University in New Haven?,0
Analysis by what organization detailed that municipality-based rankings may be inaccurate? ,0
What private university is located in downtown New Haven?,0
"What private school, with the notable distinction of being the fifth-oldest educational institution in the U.S., was founded in New Haven?",0
What scholarship is awarded in New Haven by Yale University to public school students meeting specified criteria?,0
What distinction was afforded to New Haven in 2014 by Livability.com?,0
What dish is commonly considered to be penultimate culinary achievement in New Haven?,0
What landmark New Haven fast food establishment is located on Crown Street?,0
"At what cross streets, marking the center of the Hospital Green of Yale - New Haven Hospital, do food carts congregate on weekdays?",0
"In addition to Yale Reparatory Theatre, what are two additional major theatre houses located in New Haven?",0
At what New Haven museum is an original copy of the Gutenberg Bible housed? ,0
What is the name of a prominent contemporary art gallery on Orange Street in New Haven?,0
What public area in New Haven is home to free concerts in the summer?,0
To what annual art festival is the city of New Haven home?,0
What is the name of the major daily editorial newspaper for the city of New Haven?,0
What NFL team played at the Yale Bowl from 1973-1974?,0
What 1995 mayor of New Haven sought to reinvent the area into a northeastern hub of art and culture?,0
In what year did New Haven host the Special Olympic Summer World Games?,0
New Haven served as home to what two notable 19th century architects?,0
How many properties in New Haven are featured on the National Register of Historic Places? ,0
What structure was ordered to be built in New Haven in 1776 to protect the port at the outset of the Revolutionary War?,0
What cemetery in New Haven is situated next to the campus of Yale University and has been designated a National Historic Landmark? ,0
"Throughout the Roaring Twenties, what public beach in New Haven was a favored destination for tourists?",0
How many Amtrak lines service Union Station?,0
What form of public transportation preceded the current New Haven Division bus routes?,0
"What rail trail is slated to run between downtown New Haven and Northampton, Massachusetts? ",0
In what year did Orange Street receive the first bike lane in New Haven?,0
What major interstate provides access between New Haven and New York City?,0
What downtown New Haven expressway spur intersects at exit 1 of 1-91?,0
What east-west artery in New Haven serves Union Station? ,0
In what harbor is the Port of New Haven located?,0
How many major medical centers are located in downtown New Haven?,0
Yale and New Haven are conjointly attempting to build the area into a research hub for what two industries?,0
On the median strip of what road is New Haven planning to create a secondary biotechnology district?,0
What static inverter plant lies near New Haven? ,0
"At what former lodging facility in New Haven were scenes from the 1950's classic, All About Eve, filmed?",0
What 2003 movie featuring Julia Roberts was filmed in New Haven?,0
In what Fitzgerald classic does the fictional protagonist make repeated references to New Haven?,0
What infamous Doors frontman was once arrested in New Haven?,0
When did Stadtrepublik become a part of Alsace?,0
Which three territories make up the Upper Rhine?,0
What was considered a common practice in during the Holy Roman Empire?,0
About when did Alsace lose its prosperity?,0
What were the names of the first two rivers France aggressively went to while expanding eastward?,0
In what year was Upper Alsace sold to the Archduke Sigismund?,0
When did Strasbourg accept Protestantism?,0
When did the Habsburgs  sell the Sundgau territory to France?,0
In what year did the division of Alsace take place?,0
Which two countries sought to crush the nascent republic?,0
What was the population of Alsace in 1846?,0
What was the population of Alsace in 1790?,0
Which country defeated the French in 1871?,0
What did Aslations do to avoid conflict amongst themselves during the first World War?,0
What year was Alsace-Lorraine occupied by Germany?,0
Which conservative leader in 2007 received the best score during the second round of elections?,0
Which group or religion dominates the Aslatian population?,0
What were landowners also known as that had a right to decide which religion was allowed on their property?,0
What is the name of the historical flag of Alsace?,0
Around when did the Annexation of Alsace occur?,0
Between what time period did the reannexation of Germany occur?,0
What was the name of the Memorandum that allowed German teaching in Alsace schools to become more official?,0
Which two dialects were banned from public life?,0
What does the French constitution state for the language in Aslace?,0
"In Alsatian, what does Sauerkraut mean?",0
What is the meaning of the name Aslatia in English?,0
What is currently being planed west of Strasbourg? ,0
What's the name of the Christian festive season that occurs before the season of Lent?,0
The term Carnival is very common in areas with a large presence of which religious sect?,0
Why was the carnival feast typically the last opportunity to eat well?,0
What did a bunch of Germanic tribes celebrate?,0
Who wrote the Germania?,0
What desires were expected to be suppressed during the fasting period?,0
What was one of the festivals sanctioned by the church?,0
In what year did the synod in Leptines rant against the excesses of the festival?,0
Many Carnival traditions form an integral part of whose calendar?,0
What is insufficient to establish a direct origin from ancient festivals to Carnival?,0
Where were some of the best-known traditions first recorded?,0
What nationality were the settlers from who introduced Carnival?,0
What is the only state in India in which Carnival is celebrated?,0
Whose Carnival is known local as Cwarmê?,0
What do some Belgian cities hold during Lent?,0
Many towns in what region of Croatia observe the Carnival period?,0
How long has Carnival been celebrated?,0
How many parades take place during Carnival?,0
Where did students in Norway originally see the celebrations?,0
Which Carnival is held in Germany's west?,0
What is the Greece Carnival also called?,0
Who holds an annual Phallus festival?,0
In what provinces is the Carnival mainly celebrated in the Netherlands?,0
How long has the Strumica Carnival been going on?,0
What countryside has multiple groups and individuals in disguise?,0
"The chirigotas, choirs and comparsas are the most famous of what?",0
Where do people dress in masks and costume?,0
When may conventional social rules be broken?,0
What city's carnival has documented history from 1790?,0
What sort of battle do the adults have at midnight?,0
What do people dress in for the King's funeral?,0
What is one of the longest free events in the streets?,0
Who has one of the most complete ritual agendas?,0
What contagiously throbs during the week of events?,0
What is the Carnival known as in Barbados?,0
What type of competition is a major feature of the festival?,0
What's the name of the vehicle where the musicians play?,0
What year did the Carnival start in Haiti?,0
When does  Dirty Mas take place on the Monday before Ash Wednesday?,0
On what day is full costume worn?,0
About how many cities and towns in Mexico is Carnival celebrated in?,0
What does Mardi Gras translate to in French?,0
Which borough of New York City is Carnival celebrated in?,0
Which Carnival in Argentina is the most representative of the nature of the Carnival?,0
Which Carnival takes place in Oruro in Bolivia?,0
How many members do Samba Schools have?,0
Where did the Carnival gestate out of the purview of rules?,0
Where are the most famed Carnival festivities?,0
What is a tradition unique to the Creole people?,0
What does the Peruvian Carnival incorporate elements of?,0
How many days does the Carnival in Uruguay last for?,0
What are built in many places through the cities?,0
What individuals subscribe to a doctrine that baptism should be performed only for professing believers?,0
"When was the earliest church labeled ""Baptist"" traced to?",0
Who outlined the four main views of Baptist origins?,0
Modern Baptist churches trace their history to what movement?,0
When did the Church of England separate from the Roman Catholic Church?,0
Historians trace the earliest Baptist church back to when?,0
Smyth wrote a tract titled what?,0
Who thought their self-baptism was invalid?,0
When did John Spilsbury promote the strict practice of immersion?,0
Who was thought to be influenced by continental Anabaptists?,0
Who founded the earliest Baptist church in North America?,0
Missionary work began in what Canadian colony?,0
When did Baptist congregations split over slavery?,0
What is the largest fellowship without control?,0
Baptists are defined by what?,0
